VideoID,AuthorDisplayName,Comment,LikeCount,PublishedAt,UpdatedAt,ParentID,CommentID
LmNoPqRsTuv,Fanboi,This video is pure fire! 🔥 So good!,120,2024-01-17T22:00:00Z,2024-01-17T22:00:00Z,NA,Ugy1K-7r-2ZDe
wXyZaBcDeFf,GrumpyOldMan,Another pointless video. What a waste of time.,1,2024-01-16T17:00:00Z,2024-01-16T17:00:00Z,NA,Ugw3L-9s-5AEf
gHiJkLmNoPp,RandomCommenter,Just passing by. 👋,6,2024-01-15T09:30:00Z,2024-01-15T09:30:00Z,NA,Ugy5M-2t-7BFg
QrStUvWxYza,InsightfulViewer,The point made at 07:45 was particularly strong. Great job.,45,2024-01-14T14:10:00Z,2024-01-14T14:10:00Z,NA,Ugw8N-4u-9CGh
bCdEfGhIjJk,SkepticalDude,I'm not convinced. The data isn't strong enough.,4,2024-01-13T10:00:00Z,2024-01-13T10:00:00Z,NA,Ugx0O-6v-1DIi
lMnOqRsTuUv,AppreciativeSoul,Thank you for making this! It helped me a lot. 🙏,88,2024-01-12T15:30:00Z,2024-01-12T15:30:00Z,NA,Ugy2P-8w-4EJj
wXyZaBcDeGg,ConfusedUser,Can someone explain what's happening at 01:20?,1,2024-01-11T18:00:00Z,2024-01-11T18:00:00Z,NA,Ugw4Q-0x-6FKk
hIjKlMnOoPq,EnthusiasticFan,This is my new favorite video! You rock! 🥳,115,2024-01-10T20:00:00Z,2024-01-10T20:00:00Z,NA,Ugy6R-3y-8GLl
RsTuVwXyZaB,NegativeNancy,Horrible editing and boring content.,0,2024-01-09T11:00:00Z,2024-01-09T11:00:00Z,NA,Ugw9S-5z-0HMm
cDeFgHiJkLl,ThoughtProvoker,Made me think. 🤔 Thanks for that.,30,2024-01-08T13:00:00Z,2023-12-31T16:00:00Z,NA,Ugy1T-7a-2INO
mNoPqRsTuVv,QuickWatcher,Watched this on 1.5x speed. Still a bit slow.,8,2024-01-07T10:00:00Z,2023-12-30T12:00:00Z,NA,Ugw3U-9b-5JPQ
wXyZaBcDeHh,SupportiveFan,So glad I found your channel! You deserve more subs! ❤️,90,2024-01-06T16:30:00Z,2023-12-29T10:30:00Z,NA,Ugy5V-2c-7KQR
iJkLmNoPpQq,HaterX,This is just clickbait. 👎,0,2024-01-05T19:00:00Z,2023-12-28T15:00:00Z,NA,Ugw8W-4d-9LRS
rStUvWxYzAa,CuriousMind,Is there a part 2 coming? Looking forward to it!,25,2024-01-04T14:00:00Z,2023-12-27T18:00:00Z,NA,Ugx0X-6e-1MST
bCdEfGhIjKk,OldSchoolGamer,Reminds me of classic YouTube. Good stuff.,19,2024-01-03T11:00:00Z,2023-12-26T09:00:00Z,NA,Ugy2Y-8f-4NTU
lMnOqRsTuVv,ChillVibes,Perfect background noise for studying.,11,2024-01-02T08:30:00Z,2023-12-25T14:00:00Z,NA,Ugw4Z-0g-6OUV
wXyZaBcDeIi,FunnyGuy,"My sides hurt from laughing! 😂 @ComedyKing, you nailed it!",75,2024-01-01T21:00:00Z,2023-12-24T20:00:00Z,NA,Ugy6a-3h-8PWW
jKlMnOoPpQq,LearningLover,Very educational! The explanation at 04:50 was brilliant.,55,2023-12-31T16:00:00Z,2023-12-23T11:00:00Z,NA,Ugw9b-5i-0QXX
rStUvWxYzBb,Unimpressed,"Honestly, kind of boring. Not worth the watch.",0,2023-12-30T12:00:00Z,2023-12-22T17:00:00Z,NA,Ugy1c-7j-2RYY
cDeFgHiJkLk,LoyalFan,Always amazing content from you! Keep it up! 🤩,105,2023-12-29T10:30:00Z,2023-12-21T13:00:00Z,NA,Ugw3d-9k-5SZa
mNoPqRsTuVv,BalancedReview,"It has its moments, but also some flaws.",14,2023-12-28T15:00:00Z,2023-12-20T10:00:00Z,NA,Ugy5e-2l-7ABb
wXyZaBcDeJj,EngagedViewer,Fantastic discussion! I'd love to hear more about [topic] at 08:00.,40,2023-12-27T18:00:00Z,2023-12-19T16:00:00Z,NA,Ugw8f-4m-9BCc
kLmNoPpQqRr,SeekingTruth,Is this really true? Some parts feel a bit exaggerated.,6,2023-12-26T09:00:00Z,2023-12-18T22:00:00Z,NA,Ugx0g-6n-1CDd
sTuVwXyZaCc,PositiveEnergy,Sending good vibes your way! ✨,77,2023-12-25T14:00:00Z,2023-12-17T19:00:00Z,NA,Ugy2h-8o-4DEe
dEfGhIjKlLl,JustMe,"Pretty standard video. Nothing new, nothing bad.",9,2023-12-24T20:00:00Z,2023-12-16T14:00:00Z,NA,Ugw4i-0p-6EFf
mNoPqRsTuVv,DeepThinker,This raised some profound questions. Thank you.,33,2023-12-23T11:00:00Z,2023-12-15T08:00:00Z,NA,Ugy6j-3q-8FHg
wXyZaBcDeKk,SpeedyViewer,Skipped to 03:45 for the main point.,2,2023-12-22T17:00:00Z,2023-12-14T11:30:00Z,NA,Ugw9k-5r-0GIL
lMnOqRsTuVv,GreatfulHeart,This cheered me up! 🥰 What a delightful video!,82,2023-12-21T13:00:00Z,2023-12-13T13:00:00Z,NA,Ugy1l-7s-2HMN
mNoPqRsTuVv,Disliker,Why was this even made? Utter trash. 😡,0,2023-12-20T10:00:00Z,2023-12-12T18:00:00Z,NA,Ugw3m-9t-5INO
wXyZaBcDeLl,HopefulViewer,Hoping for more content like this soon!,28,2023-12-19T16:00:00Z,2023-12-11T15:00:00Z,NA,Ugy5n-2u-7JPQ
nOpQrStUvWw,MusicLoverPro,A true banger! 🎶 Check out @AwesomeBeats for similar tunes!,60,2023-12-18T22:00:00Z,2023-12-10T10:00:00Z,NA,Ugw8o-4v-9KQR
xYzAbCdEfGg,PetEnthusiast,My dog is watching this with me! So cute! 🐶,150,2023-12-17T19:00:00Z,2023-12-09T09:00:00Z,NA,Ugx0p-6w-1LRS
hIjKlMnOoPq,CompetitiveGamer,Not enough action for me. Needs more intense moments at 01:00.,11,2023-12-16T14:00:00Z,2023-12-08T14:00:00Z,NA,Ugy2q-8x-4MST
rStUvWxYzMm,LifeCoachLover,This really resonated with me. Deep insights.,50,2023-12-15T08:00:00Z,2023-12-07T21:00:00Z,NA,Ugw4r-0y-6NUV
nOpQrStUvXx,ArtCritique,The composition is off at 00:45. Could be improved.,3,2023-12-14T11:30:00Z,2023-12-06T18:30:00Z,NA,Ugy6s-3z-8OWW
yZaBcDeFgHh,FoodieAdventurer,Looks unique! I'm curious about the spice blend.,20,2023-12-13T13:00:00Z,2023-12-05T16:00:00Z,NA,Ugw9t-5a-0PXb
iJkLmNoPpQq,HistoryNerd,Another great historical overview. Nicely done.,27,2023-12-12T18:00:00Z,2023-12-04T09:30:00Z,NA,Ugy1u-7b-2QYc
rStUvWxYzNn,PhotoBuff,Amazing use of natural light!,38,2023-12-11T15:00:00Z,2023-12-03T12:00:00Z,NA,Ugw3v-9c-5RZd
oPqRsTuVwXx,FutureTechie,Can't wait to see this tech in action! 🤩,85,2023-12-10T10:00:00Z,2023-12-02T10:00:00Z,NA,Ugy5w-2d-7ASf
yZaBcDeFgIi,ForestDweller,The sounds of nature are so soothing. 🌳,42,2023-12-09T09:00:00Z,2023-12-01T19:00:00Z,NA,Ugw8x-4e-9BTg
jKlMnOoPpQq,CraftsPerson,Inspired by your creativity! ✨,55,2023-12-08T14:00:00Z,2023-11-30T14:00:00Z,NA,Ugx0y-6f-1CUh
rStUvWxYzOo,SoulfulSinger,This voice gives me goosebumps! 🎤,70,2023-12-07T21:00:00Z,2023-11-29T08:00:00Z,NA,Ugy2z-8g-4DVj
pQrStUvWxYy,AnimalLover,Such precious moments! My heart. ❤️,165,2023-12-06T18:30:00Z,2023-11-28T11:00:00Z,NA,Ugw4A-0h-6EWk
zAbCdEfGgHh,ProGamer,Solid gameplay at 03:00. Needs more clutch moments though.,29,2023-12-05T16:00:00Z,2023-11-27T20:00:00Z,NA,Ugy6B-3i-8FCl
iJkLmNoPpQq,MindfulnessCoach,A truly calming experience. Thank you. 🙏,62,2023-12-04T09:30:00Z,2023-11-26T15:00:00Z,NA,Ugw9C-5j-0GDM
rStUvWxYzPp,ArtHistorian,Fascinating insights into the artist's process.,21,2023-12-03T12:00:00Z,2023-11-25T22:00:00Z,NA,Ugy1D-7k-2HEN
qRsTuVwXyZa,TasteTester,The flavor combination looks bold. Not sure I'd like it.,13,2023-12-02T10:00:00Z,2023-11-24T14:00:00Z,NA,Ugw3E-9l-5IFP
bCdEfGhIjKk,AncientHistory,Always learning something new from your channel!,35,2023-12-01T19:00:00Z,2023-11-23T07:00:00Z,NA,Ugy5F-2m-7JGQ
lMnOqRsTuVv,Innovator,This concept is groundbreaking! Where can I read more? https://www.breakthroughs.example.com,95,2023-11-30T14:00:00Z,2023-11-22T18:30:00Z,NA,Ugw8G-4n-9KHP
wXyZaBcDeQq,ChillLover,Perfect video to unwind after a long day. 😌,48,2023-11-29T08:00:00Z,2023-11-21T11:00:00Z,NA,Ugx0H-6o-1LIc
rStUvWxYzRr,CreativeSoul,Such a fantastic idea! I'm inspired.,70,2023-11-28T11:00:00Z,2023-11-20T16:00:00Z,NA,Ugy2I-8p-4MJd
sTuVwXyZaSs,CuteWatcher,My heart just melted! So pure! 💖,180,2023-11-27T20:00:00Z,2023-11-19T09:00:00Z,NA,Ugw4J-0q-6NKe
tUvWxYzAbCc,WorldExplorer,"Adding this to my travel plans! 🗺️ @TravelBuddy, let's go!",80,2023-11-26T15:00:00Z,2023-11-18T19:30:00Z,NA,Ugy6K-3r-8OLf
dEfGhIjKlLl,RetroGamer,The nostalgia is real with this one. 🎮,100,2023-11-25T22:00:00Z,2023-11-17T14:00:00Z,NA,Ugw9L-5s-0PMg
mNoPqRsTuVv,BookCritic,The analysis was a bit shallow. Expected more depth.,10,2023-11-15T11:00:00Z,2023-11-16T12:00:00Z,NA,Ugy1M-7t-2QNh
wXyZaBcDeTt,WorkoutFan,Feeling motivated to hit the gym! 💪,60,2023-11-23T07:00:00Z,2023-11-15T17:00:00Z,NA,Ugw3N-9u-5ROi
uVwXyZaBcDu,FilmLover,Such a powerful cinematic experience.,75,2023-11-22T18:30:00Z,2023-11-14T10:00:00Z,NA,Ugy5O-2v-7SPj
vWxYzAbCdEe,StyleGuru,Love the fashion tips! So chic. ✨,55,2023-11-21T11:00:00Z,2023-11-13T08:00:00Z,NA,Ugw8P-4w-9TQl
fGhIjKlMmMm,PhysicsFan,Mind-bending concepts explained clearly!,68,2023-11-20T16:00:00Z,2023-11-12T21:00:00Z,NA,Ugx0Q-6x-1URm
nOpQrStUuVv,DIYBeginner,This looks manageable even for me! Thanks!,30,2023-11-19T09:00:00Z,2023-11-11T22:00:00Z,NA,Ugy2R-8y-4VSn
wXyZaBcDeWw,AnimalRescuer,Heartwarming beyond words. Thank you for sharing. ❤️,190,2023-11-18T19:30:00Z,2023-11-10T09:00:00Z,NA,Ugw4S-0z-6WTo
xYzAbCdEfXx,HistoryBuff_1,Intriguing historical context. A good watch.,44,2023-11-17T14:00:00Z,2023-11-09T16:00:00Z,NA,Ugy6T-3a-8XUp
yZaBcDeFgYy,FoodCritic_1,The presentation is beautiful. Looks promising.,52,2023-11-16T12:00:00Z,2023-11-08T07:30:00Z,NA,Ugw9U-5b-0YVq
zAbCdEfGgZz,Photography_Fan,Stunning shots! What gear do you use?,37,2023-11-15T17:00:00Z,2023-11-07T15:00:00Z,NA,Ugy1V-7c-2ZWr
aBcDeFgHiAa,FutureTech_1,This is the future! Truly inspiring. 🚀,110,2023-11-14T10:00:00Z,2023-11-06T11:00:00Z,NA,Ugw3W-9d-5AXs
bCdEfGhIjBb,Nature_Lover,Pure tranquility. Love these sounds. 🧘‍♀️,40,2023-11-13T08:00:00Z,2023-11-05T14:00:00Z,NA,Ugy5X-2e-7BYt
cDeFgHiJkCc,Artist_Novice,Your art is captivating! So much to learn.,50,2023-11-12T21:00:00Z,2023-11-04T18:00:00Z,NA,Ugw8Y-4f-9CZv
dEfGhIjKlDd,Music_Head,Can't stop grooving to this! 🎧,130,2023-11-11T22:00:00Z,2023-11-03T07:00:00Z,NA,Ugx0Z-6g-1DAw
eFgHiJkLmEe,Pet_Owner,My pets are glued to the screen! So funny. 😂,155,2023-11-10T09:00:00Z,2023-11-02T20:00:00Z,NA,Ugy2a-8h-4EBx
fGhIjKlMnFf,Gaming_Legend,Unbelievable skill! A true masterclass. 🏆,140,2023-11-09T16:00:00Z,2023-11-01T13:00:00Z,NA,Ugw4b-0i-6FCy
gHiJkLmNoGg,Wellness_Seeker,This truly brought me peace. Namaste. 🙏,65,2023-11-08T07:30:00Z,2023-10-31T16:00:00Z,NA,Ugy6c-3j-8GDz
hIjKlMnOoHh,Science_Fan,Mind-blowing information! Great work.,72,2023-11-07T15:00:00Z,2023-10-30T09:00:00Z,NA,Ugw9d-5k-0HE0
iJkLmNoPpIi,DIY_Lover,Such clever tips! Definitely trying these. 😉,39,2023-11-06T11:00:00Z,2023-10-29T19:00:00Z,NA,Ugy1e-7l-2IF1
jKlMnOoPpJj,Travel_Addict_1,Dreamy landscapes. Need to visit! ✈️,88,2023-11-05T14:00:00Z,2023-10-28T14:00:00Z,NA,Ugw3f-9m-5JGU
kLmNoPpQqKk,Book_Club,An essential read. Highly recommended.,60,2023-11-04T18:00:00Z,2023-10-27T12:00:00Z,NA,Ugy5g-2n-7KHV
lMnOqRsTuLl,Fitness_Pro,Great form and technique! 💪,78,2023-11-03T07:00:00Z,2023-10-26T17:00:00Z,NA,Ugw8h-4o-9LIW
mNoPqRsTuMm,Movie_Enthusiast,This film is a hidden gem. So impactful.,85,2023-11-02T20:00:00Z,2023-10-25T10:00:00Z,NA,Ugx0i-6p-1MJJ
nOpQrStUvNn,Fashion_Insider,Trendsetting looks! Love this. ✨,58,2023-11-01T13:00:00Z,2023-10-24T08:00:00Z,NA,Ugy2j-8q-4NKH
oPqRsTuVwOo,Science_Nerd,Mind-blowing discoveries! 🤯,92,2023-10-31T16:00:00Z,2023-10-23T21:00:00Z,NA,Ugw4k-0r-6OLJ
pQrStUvWxPp,DIY_Home,So many practical ideas. Thanks!,33,2023-10-30T09:00:00Z,2023-10-22T22:00:00Z,NA,Ugy6l-3s-8PMK
qRsTuVwXyQq,Pet_Lover_1,Pure joy in one video! 😍,185,2023-10-29T19:00:00Z,2023-10-21T09:00:00Z,NA,Ugw9m-5t-0QNL
rStUvWxYzRr,History_Aficionado,A very compelling narrative. Well told.,70,2023-10-28T14:00:00Z,2023-10-20T16:00:00Z,NA,Ugy1n-7u-2ROM
sTuVwXyZaSs,Food_Lover_1,My new go-to recipe! So delicious. 😋,99,2023-10-27T12:00:00Z,2023-10-27T12:00:00Z,NA,Ugw3o-9v-5SPN
tUvWxYzAbTt,Photography_Guru,The composition is absolutely breathtaking. 📸,63,2023-10-26T17:00:00Z,2023-10-26T17:00:00Z,NA,Ugy5p-2w-7TQP
uVwXyZaBcUu,Tech_Innovator,This is a game changer! 🚀,120,2023-10-25T10:00:00Z,2023-10-25T10:00:00Z,NA,Ugw8q-4x-9RUQ
vWxYzAbCdVv,Nature_Explorer_1,So peaceful and beautiful. A true escape. 🌿,50,2023-10-24T08:00:00Z,2023-10-24T08:00:00Z,NA,Ugx0r-6y-1SVU
wXyZaBcDeWw,Art_Lover_1,Your creativity shines through! ✨,75,2023-10-23T21:00:00Z,2023-10-23T21:00:00Z,NA,Ugy2s-8z-4TWV
xYzAbCdEfXx,Music_Fanatic_1,Can't stop listening to this! What a track. 🎧,110,2023-10-22T22:00:00Z,2023-10-22T22:00:00Z,NA,Ugw4t-0a-6UXY
yZaBcDeFgYy,Pet_Parent_1,My fur baby loves this video too! 🐶,160,2023-10-21T09:00:00Z,2023-10-21T09:00:00Z,NA,Ugy6u-3b-8VYZ
zAbCdEfGgZz,Gamer_Pro_1,Incredible skills! What a performance. 🏆,145,2023-10-20T16:00:00Z,2023-10-20T16:00:00Z,NA,Ugw9v-5c-0WZa
